wheel_index,slip_ratio,angular_velocity,linear_speed,current_brake_torque,current_drive_torque,desired_brake_torque,desired_drive_torque,speed_to_velocity_ratio,excess_drive_torque,slip_deviation
0,0.00360976,56.0653,16.7591,0,30.9122,0,31.2446,0.2989210741952496,-0.3323999999999998,-0.09639024
1,0.00360976,56.0653,16.7591,0,30.9122,0,31.2446,0.2989210741952496,-0.3323999999999998,-0.09639024
2,0.00360976,56.0653,16.7591,0,30.9122,0,31.2446,0.2989210741952496,-0.3323999999999998,-0.09639024
3,0.00360976,56.0653,16.7591,0,30.9122,0,31.2446,0.2989210741952496,-0.3323999999999998,-0.09639024
0,0.00364943,56.0791,16.7626,0,31.2445,0,31.5768,0.29890992724722887,-0.33230000000000004,-0.09635057000000001
1,0.00364943,56.0791,16.7626,0,31.2445,0,31.5768,0.29890992724722887,-0.33230000000000004,-0.09635057000000001
2,0.00364943,56.0791,16.7626,0,31.2445,0,31.5768,0.29890992724722887,-0.33230000000000004,-0.09635057000000001
3,0.00364943,56.0791,16.7626,0,31.2445,0,31.5768,0.29890992724722887,-0.33230000000000004,-0.09635057000000001
0,0.00368911,56.0931,16.7661,0,31.5766,0,31.9088,0.29889772006008375,-0.3322000000000003,-0.09631089000000001
1,0.00368911,56.0931,16.7661,0,31.5766,0,31.9088,0.29889772006008375,-0.3322000000000003,-0.09631089000000001
2,0.00368911,56.0931,16.7661,0,31.5766,0,31.9088,0.29889772006008375,-0.3322000000000003,-0.09631089000000001
3,0.00368911,56.0931,16.7661,0,31.5766,0,31.9088,0.29889772006008375,-0.3322000000000003,-0.09631089000000001
0,0.00372877,56.1072,16.7696,0,31.9087,0,32.2407,0.29888498626049803,-0.3319999999999972,-0.09627123
1,0.00372877,56.1072,16.7696,0,31.9087,0,32.2407,0.29888498626049803,-0.3319999999999972,-0.09627123
2,0.00372877,56.1072,16.7696,0,31.9087,0,32.2407,0.29888498626049803,-0.3319999999999972,-0.09627123
3,0.00372877,56.1072,16.7696,0,31.9087,0,32.2407,0.29888498626049803,-0.3319999999999972,-0.09627123
0,0.00376844,56.1214,16.7732,0,32.2406,0,32.5725,0.29887350816491554,-0.3318999999999974,-0.09623156000000001
1,0.00376844,56.1214,16.7732,0,32.2406,0,32.5725,0.29887350816491554,-0.3318999999999974,-0.09623156000000001
2,0.00376844,56.1214,16.7732,0,32.2406,0,32.5725,0.29887350816491554,-0.3318999999999974,-0.09623156000000001
3,0.00376844,56.1214,16.7732,0,32.2406,0,32.5725,0.29887350816491554,-0.3318999999999974,-0.09623156000000001
0,0.00380811,56.1358,16.7768,0,32.5724,0,32.9041,0.2988609710940083,-0.3316999999999979,-0.09619189
1,0.00380811,56.1358,16.7768,0,32.5724,0,32.9041,0.2988609710940083,-0.3316999999999979,-0.09619189
2,0.00380811,56.1358,16.7768,0,32.5724,0,32.9041,0.2988609710940083,-0.3316999999999979,-0.09619189
3,0.00380811,56.1358,16.7768,0,32.5724,0,32.9041,0.2988609710940083,-0.3316999999999979,-0.09619189
0,0.00384777,56.1503,16.7805,0,32.904,0,33.2357,0.2988496891583894,-0.3316999999999979,-0.09615223
1,0.00384777,56.1503,16.7805,0,32.904,0,33.2357,0.2988496891583894,-0.3316999999999979,-0.09615223
2,0.00384777,56.1503,16.7805,0,32.904,0,33.2357,0.2988496891583894,-0.3316999999999979,-0.09615223
3,0.00384777,56.1503,16.7805,0,32.904,0,33.2357,0.2988496891583894,-0.3316999999999979,-0.09615223
0,0.00388743,56.1649,16.7842,0,33.2356,0,33.5671,0.2988378809748102,-0.33150000000000546,-0.09611257000000001
1,0.00388743,56.1649,16.7842,0,33.2356,0,33.5671,0.2988378809748102,-0.33150000000000546,-0.09611257000000001
2,0.00388743,56.1649,16.7842,0,33.2356,0,33.5671,0.2988378809748102,-0.33150000000000546,-0.09611257000000001
3,0.00388743,56.1649,16.7842,0,33.2356,0,33.5671,0.2988378809748102,-0.33150000000000546,-0.09611257000000001
0,0.00392709,56.1796,16.788,0,33.567,0,33.8984,0.2988273270221339,-0.33140000000000214,-0.09607291000000001
1,0.00392709,56.1796,16.788,0,33.567,0,33.8984,0.2988273270221339,-0.33140000000000214,-0.09607291000000001
2,0.00392709,56.1796,16.788,0,33.567,0,33.8984,0.2988273270221339,-0.33140000000000214,-0.09607291000000001
3,0.00392709,56.1796,16.788,0,33.567,0,33.8984,0.2988273270221339,-0.33140000000000214,-0.09607291000000001
0,0.00396675,56.1945,16.7917,0,33.8983,0,34.2296,0.29881393554860464,-0.3312999999999988,-0.09603325
1,0.00396675,56.1945,16.7917,0,33.8983,0,34.2296,0.29881393554860464,-0.3312999999999988,-0.09603325
2,0.00396675,56.1945,16.7917,0,33.8983,0,34.2296,0.29881393554860464,-0.3312999999999988,-0.09603325
3,0.00396675,56.1945,16.7917,0,33.8983,0,34.2296,0.29881393554860464,-0.3312999999999988,-0.09603325
0,0.00400641,56.2095,16.7955,0,34.2295,0,34.5607,0.2988017986496625,-0.3311999999999955,-0.09599359
1,0.00400641,56.2095,16.7955,0,34.2295,0,34.5607,0.2988017986496625,-0.3311999999999955,-0.09599359
2,0.00400641,56.2095,16.7955,0,34.2295,0,34.5607,0.2988017986496625,-0.3311999999999955,-0.09599359
3,0.00400641,56.2095,16.7955,0,34.2295,0,34.5607,0.2988017986496625,-0.3311999999999955,-0.09599359
0,0.00404606,56.2246,16.7994,0,34.5606,0,34.8916,0.29879091538595354,-0.33099999999999596,-0.09595394
1,0.00404606,56.2246,16.7994,0,34.5606,0,34.8916,0.29879091538595354,-0.33099999999999596,-0.09595394
2,0.00404606,56.2246,16.7994,0,34.5606,0,34.8916,0.29879091538595354,-0.33099999999999596,-0.09595394
3,0.00404606,56.2246,16.7994,0,34.5606,0,34.8916,0.29879091538595354,-0.33099999999999596,-0.09595394
0,0.00408572,56.2398,16.8033,0,34.8915,0,35.2225,0.2987795067055803,-0.33099999999999596,-0.09591428
1,0.00408572,56.2398,16.8033,0,34.8915,0,35.2225,0.2987795067055803,-0.33099999999999596,-0.09591428
2,0.00408572,56.2398,16.8033,0,34.8915,0,35.2225,0.2987795067055803,-0.33099999999999596,-0.09591428
3,0.00408572,56.2398,16.8033,0,34.8915,0,35.2225,0.2987795067055803,-0.33099999999999596,-0.09591428
0,0.00412537,56.2552,16.8072,0,35.2223,0,35.5532,0.2987670420020364,-0.33089999999999975,-0.09587463
1,0.00412537,56.2552,16.8072,0,35.2223,0,35.5532,0.2987670420020364,-0.33089999999999975,-0.09587463
2,0.00412537,56.2552,16.8072,0,35.2223,0,35.5532,0.2987670420020364,-0.33089999999999975,-0.09587463
3,0.00412537,56.2552,16.8072,0,35.2223,0,35.5532,0.2987670420020364,-0.33089999999999975,-0.09587463
0,0.00416502,56.2707,16.8112,0,35.5531,0,35.8838,0.2987558303210049,-0.3307000000000002,-0.09583498
1,0.00416502,56.2707,16.8112,0,35.5531,0,35.8838,0.2987558303210049,-0.3307000000000002,-0.09583498
2,0.00416502,56.2707,16.8112,0,35.5531,0,35.8838,0.2987558303210049,-0.3307000000000002,-0.09583498
3,0.00416502,56.2707,16.8112,0,35.5531,0,35.8838,0.2987558303210049,-0.3307000000000002,-0.09583498
0,0.00420466,56.2863,16.8152,0,35.8837,0,36.2143,0.2987440940558521,-0.330600000000004,-0.09579534
1,0.00420466,56.2863,16.8152,0,35.8837,0,36.2143,0.2987440940558521,-0.330600000000004,-0.09579534
2,0.00420466,56.2863,16.8152,0,35.8837,0,36.2143,0.2987440940558521,-0.330600000000004,-0.09579534
3,0.00420466,56.2863,16.8152,0,35.8837,0,36.2143,0.2987440940558521,-0.330600000000004,-0.09579534
0,0.00424431,56.302,16.8192,0,36.2141,0,36.5446,0.2987318337051644,-0.3305000000000007,-0.09575569
1,0.00424431,56.302,16.8192,0,36.2141,0,36.5446,0.2987318337051644,-0.3305000000000007,-0.09575569
2,0.00424431,56.302,16.8192,0,36.2141,0,36.5446,0.2987318337051644,-0.3305000000000007,-0.09575569
3,0.00424431,56.302,16.8192,0,36.2141,0,36.5446,0.2987318337051644,-0.3305000000000007,-0.09575569
0,0.00428395,56.3179,16.8233,0,36.5445,0,36.8748,0.2987202949911077,-0.33030000000000115,-0.09571605000000001
1,0.00428395,56.3179,16.8233,0,36.5445,0,36.8748,0.2987202949911077,-0.33030000000000115,-0.09571605000000001
2,0.00428395,56.3179,16.8233,0,36.5445,0,36.8748,0.2987202949911077,-0.33030000000000115,-0.09571605000000001
3,0.00428395,56.3179,16.8233,0,36.5445,0,36.8748,0.2987202949911077,-0.33030000000000115,-0.09571605000000001
0,0.0043236,56.3339,16.8274,0,36.8747,0,37.205,0.2987082325436685,-0.33030000000000115,-0.09567640000000001
1,0.0043236,56.3339,16.8274,0,36.8747,0,37.205,0.2987082325436685,-0.33030000000000115,-0.09567640000000001
2,0.0043236,56.3339,16.8274,0,36.8747,0,37.205,0.2987082325436685,-0.33030000000000115,-0.09567640000000001
3,0.0043236,56.3339,16.8274,0,36.8747,0,37.205,0.2987082325436685,-0.33030000000000115,-0.09567640000000001
0,0.00436324,56.35,16.8316,0,37.2049,0,37.535,0.2986974214960529,-0.3300999999999945,-0.09563676
1,0.00436324,56.35,16.8316,0,37.2049,0,37.535,0.2986974214960529,-0.3300999999999945,-0.09563676
2,0.00436324,56.35,16.8316,0,37.2049,0,37.535,0.2986974214960529,-0.3300999999999945,-0.09563676
3,0.00436324,56.35,16.8316,0,37.2049,0,37.535,0.2986974214960529,-0.3300999999999945,-0.09563676
0,0.00440287,56.3663,16.8358,0,37.5349,0,37.8649,0.2986855568187808,-0.3299999999999983,-0.09559713
1,0.00440287,56.3663,16.8358,0,37.5349,0,37.8649,0.2986855568187808,-0.3299999999999983,-0.09559713
2,0.00440287,56.3663,16.8358,0,37.5349,0,37.8649,0.2986855568187808,-0.3299999999999983,-0.09559713
3,0.00440287,56.3663,16.8358,0,37.5349,0,37.8649,0.2986855568187808,-0.3299999999999983,-0.09559713
0,0.00444251,56.3826,16.84,0,37.8647,0,38.1946,0.29867369900157675,-0.3299000000000021,-0.09555749000000001
1,0.00444251,56.3826,16.84,0,37.8647,0,38.1946,0.29867369900157675,-0.3299000000000021,-0.09555749000000001
2,0.00444251,56.3826,16.84,0,37.8647,0,38.1946,0.29867369900157675,-0.3299000000000021,-0.09555749000000001
3,0.00444251,56.3826,16.84,0,37.8647,0,38.1946,0.29867369900157675,-0.3299000000000021,-0.09555749000000001
0,0.00448214,56.3991,16.8442,0,38.1945,0,38.5243,0.29866078893704356,-0.32979999999999876,-0.09551786000000001
1,0.00448214,56.3991,16.8442,0,38.1945,0,38.5243,0.29866078893704356,-0.32979999999999876,-0.09551786000000001
2,0.00448214,56.3991,16.8442,0,38.1945,0,38.5243,0.29866078893704356,-0.32979999999999876,-0.09551786000000001
3,0.00448214,56.3991,16.8442,0,38.1945,0,38.5243,0.29866078893704356,-0.32979999999999876,-0.09551786000000001
0,0.00452178,56.4158,16.8485,0,38.5241,0,38.8538,0.29864860023878775,-0.32970000000000255,-0.09547822
1,0.00452178,56.4158,16.8485,0,38.5241,0,38.8538,0.29864860023878775,-0.32970000000000255,-0.09547822
2,0.00452178,56.4158,16.8485,0,38.5241,0,38.8538,0.29864860023878775,-0.32970000000000255,-0.09547822
3,0.00452178,56.4158,16.8485,0,38.5241,0,38.8538,0.29864860023878775,-0.32970000000000255,-0.09547822
0,0.00456141,56.4325,16.8529,0,38.8537,0,39.1832,0.2986381907830029,-0.3294999999999959,-0.09543859
1,0.00456141,56.4325,16.8529,0,38.8537,0,39.1832,0.2986381907830029,-0.3294999999999959,-0.09543859
2,0.00456141,56.4325,16.8529,0,38.8537,0,39.1832,0.2986381907830029,-0.3294999999999959,-0.09543859
3,0.00456141,56.4325,16.8529,0,38.8537,0,39.1832,0.2986381907830029,-0.3294999999999959,-0.09543859
0,0.00460103,56.4494,16.8573,0,39.1831,0,39.5125,0.2986267294492638,-0.3293999999999997,-0.09539897
1,0.00460103,56.4494,16.8573,0,39.1831,0,39.5125,0.2986267294492638,-0.3293999999999997,-0.09539897
2,0.00460103,56.4494,16.8573,0,39.1831,0,39.5125,0.2986267294492638,-0.3293999999999997,-0.09539897
3,0.00460103,56.4494,16.8573,0,39.1831,0,39.5125,0.2986267294492638,-0.3293999999999997,-0.09539897
0,0.00464066,56.4664,16.8617,0,39.5124,0,39.8416,0.2986147461390358,-0.32920000000000016,-0.09535934
1,0.00464066,56.4664,16.8617,0,39.5124,0,39.8416,0.2986147461390358,-0.32920000000000016,-0.09535934
2,0.00464066,56.4664,16.8617,0,39.5124,0,39.8416,0.2986147461390358,-0.32920000000000016,-0.09535934
3,0.00464066,56.4664,16.8617,0,39.5124,0,39.8416,0.2986147461390358,-0.32920000000000016,-0.09535934
0,0.00468028,56.4835,16.8661,0,39.8415,0,40.1707,0.2986022413872681,-0.32919999999999305,-0.09531972000000001
1,0.00468028,56.4835,16.8661,0,39.8415,0,40.1707,0.2986022413872681,-0.32919999999999305,-0.09531972000000001
2,0.00468028,56.4835,16.8661,0,39.8415,0,40.1707,0.2986022413872681,-0.32919999999999305,-0.09531972000000001
3,0.00468028,56.4835,16.8661,0,39.8415,0,40.1707,0.2986022413872681,-0.32919999999999305,-0.09531972000000001
0,0.00471991,56.5008,16.8706,0,40.1706,0,40.4996,0.2985904571512181,-0.3290000000000006,-0.09528009000000001
1,0.00471991,56.5008,16.8706,0,40.1706,0,40.4996,0.2985904571512181,-0.3290000000000006,-0.09528009000000001
2,0.00471991,56.5008,16.8706,0,40.1706,0,40.4996,0.2985904571512181,-0.3290000000000006,-0.09528009000000001
3,0.00471991,56.5008,16.8706,0,40.1706,0,40.4996,0.2985904571512181,-0.3290000000000006,-0.09528009000000001
0,0.00475953,56.5181,16.8751,0,40.4995,0,40.8284,0.29857868012939787,-0.3289000000000044,-0.09524047000000001
1,0.00475953,56.5181,16.8751,0,40.4995,0,40.8284,0.29857868012939787,-0.3289000000000044,-0.09524047000000001
2,0.00475953,56.5181,16.8751,0,40.4995,0,40.8284,0.29857868012939787,-0.3289000000000044,-0.09524047000000001
3,0.00475953,56.5181,16.8751,0,40.4995,0,40.8284,0.29857868012939787,-0.3289000000000044,-0.09524047000000001
0,0.00479914,56.5356,16.8797,0,40.8283,0,41.1571,0.29856762290366384,-0.3288000000000011,-0.09520086
1,0.00479914,56.5356,16.8797,0,40.8283,0,41.1571,0.29856762290366384,-0.3288000000000011,-0.09520086
2,0.00479914,56.5356,16.8797,0,40.8283,0,41.1571,0.29856762290366384,-0.3288000000000011,-0.09520086
3,0.00479914,56.5356,16.8797,0,40.8283,0,41.1571,0.29856762290366384,-0.3288000000000011,-0.09520086
0,0.00483876,56.5533,16.8843,0,41.157,0,41.4857,0.29855551667974256,-0.3287000000000049,-0.09516124000000001
1,0.00483876,56.5533,16.8843,0,41.157,0,41.4857,0.29855551667974256,-0.3287000000000049,-0.09516124000000001
2,0.00483876,56.5533,16.8843,0,41.157,0,41.4857,0.29855551667974256,-0.3287000000000049,-0.09516124000000001
3,0.00483876,56.5533,16.8843,0,41.157,0,41.4857,0.29855551667974256,-0.3287000000000049,-0.09516124000000001
0,0.00487837,56.571,16.8889,0,41.4856,0,41.8142,0.29854341803143986,-0.32860000000000156,-0.09512163000000001
1,0.00487837,56.571,16.8889,0,41.4856,0,41.8142,0.29854341803143986,-0.32860000000000156,-0.09512163000000001
2,0.00487837,56.571,16.8889,0,41.4856,0,41.8142,0.29854341803143986,-0.32860000000000156,-0.09512163000000001
3,0.00487837,56.571,16.8889,0,41.4856,0,41.8142,0.29854341803143986,-0.32860000000000156,-0.09512163000000001
0,0.00491798,56.5889,16.8936,0,41.814,0,42.1425,0.2985320389947138,-0.32849999999999824,-0.09508202
1,0.00491798,56.5889,16.8936,0,41.814,0,42.1425,0.2985320389947138,-0.32849999999999824,-0.09508202
2,0.00491798,56.5889,16.8936,0,41.814,0,42.1425,0.2985320389947138,-0.32849999999999824,-0.09508202
3,0.00491798,56.5889,16.8936,0,41.814,0,42.1425,0.2985320389947138,-0.32849999999999824,-0.09508202
0,0.00495759,56.6069,16.8983,0,42.1424,0,42.4707,0.29852013979708936,-0.3282999999999987,-0.09504241000000001
1,0.00495759,56.6069,16.8983,0,42.1424,0,42.4707,0.29852013979708936,-0.3282999999999987,-0.09504241000000001
2,0.00495759,56.6069,16.8983,0,42.1424,0,42.4707,0.29852013979708936,-0.3282999999999987,-0.09504241000000001
3,0.00495759,56.6069,16.8983,0,42.1424,0,42.4707,0.29852013979708936,-0.3282999999999987,-0.09504241000000001
0,0.0049972,56.625,16.903,0,42.4706,0,42.7988,0.29850772099765616,-0.3282000000000025,-0.0950028
1,0.0049972,56.625,16.903,0,42.4706,0,42.7988,0.29850772099765616,-0.3282000000000025,-0.0950028
2,0.0049972,56.625,16.903,0,42.4706,0,42.7988,0.29850772099765616,-0.3282000000000025,-0.0950028
3,0.0049972,56.625,16.903,0,42.4706,0,42.7988,0.29850772099765616,-0.3282000000000025,-0.0950028
0,0.0050368,56.6433,16.9078,0,42.7987,0,43.1268,0.2984960216213388,-0.3281000000000063,-0.09496320000000001
1,0.0050368,56.6433,16.9078,0,42.7987,0,43.1268,0.2984960216213388,-0.3281000000000063,-0.09496320000000001
2,0.0050368,56.6433,16.9078,0,42.7987,0,43.1268,0.2984960216213388,-0.3281000000000063,-0.09496320000000001
3,0.0050368,56.6433,16.9078,0,42.7987,0,43.1268,0.2984960216213388,-0.3281000000000063,-0.09496320000000001
0,0.00507641,56.6616,16.9126,0,43.1267,0,43.4547,0.2984843298021177,-0.32800000000000296,-0.09492359
1,0.00507641,56.6616,16.9126,0,43.1267,0,43.4547,0.2984843298021177,-0.32800000000000296,-0.09492359
2,0.00507641,56.6616,16.9126,0,43.1267,0,43.4547,0.2984843298021177,-0.32800000000000296,-0.09492359
3,0.00507641,56.6616,16.9126,0,43.1267,0,43.4547,0.2984843298021177,-0.32800000000000296,-0.09492359
0,0.00511601,56.6801,16.9175,0,43.4545,0,43.7824,0.29847335663710267,-0.32789999999999964,-0.09488399
1,0.00511601,56.6801,16.9175,0,43.4545,0,43.7824,0.29847335663710267,-0.32789999999999964,-0.09488399
2,0.00511601,56.6801,16.9175,0,43.4545,0,43.7824,0.29847335663710267,-0.32789999999999964,-0.09488399
3,0.00511601,56.6801,16.9175,0,43.4545,0,43.7824,0.29847335663710267,-0.32789999999999964,-0.09488399
0,0.0051556,56.6988,16.9224,0,43.7823,0,44.11,0.29846133783322865,-0.3277000000000001,-0.09484440000000001
1,0.0051556,56.6988,16.9224,0,43.7823,0,44.11,0.29846133783322865,-0.3277000000000001,-0.09484440000000001
2,0.0051556,56.6988,16.9224,0,43.7823,0,44.11,0.29846133783322865,-0.3277000000000001,-0.09484440000000001
3,0.0051556,56.6988,16.9224,0,43.7823,0,44.11,0.29846133783322865,-0.3277000000000001,-0.09484440000000001
0,0.0051952,56.7175,16.9273,0,44.1099,0,44.4375,0.2984493269546555,-0.3275999999999968,-0.09480480000000001
1,0.0051952,56.7175,16.9273,0,44.1099,0,44.4375,0.2984493269546555,-0.3275999999999968,-0.09480480000000001
2,0.0051952,56.7175,16.9273,0,44.1099,0,44.4375,0.2984493269546555,-0.3275999999999968,-0.09480480000000001
3,0.0051952,56.7175,16.9273,0,44.1099,0,44.4375,0.2984493269546555,-0.3275999999999968,-0.09480480000000001
0,0.00523479,56.7364,16.9323,0,44.4374,0,44.7649,0.2984380345168528,-0.32750000000000057,-0.09476521
1,0.00523479,56.7364,16.9323,0,44.4374,0,44.7649,0.2984380345168528,-0.32750000000000057,-0.09476521
2,0.00523479,56.7364,16.9323,0,44.4374,0,44.7649,0.2984380345168528,-0.32750000000000057,-0.09476521
3,0.00523479,56.7364,16.9323,0,44.4374,0,44.7649,0.2984380345168528,-0.32750000000000057,-0.09476521
0,0.00527438,56.7554,16.9373,0,44.7648,0,45.0922,0.2984262237879352,-0.32739999999999725,-0.09472562000000001
1,0.00527438,56.7554,16.9373,0,44.7648,0,45.0922,0.2984262237879352,-0.32739999999999725,-0.09472562000000001
2,0.00527438,56.7554,16.9373,0,44.7648,0,45.0922,0.2984262237879352,-0.32739999999999725,-0.09472562000000001
3,0.00527438,56.7554,16.9373,0,44.7648,0,45.0922,0.2984262237879352,-0.32739999999999725,-0.09472562000000001
0,0.00531397,56.7745,16.9423,0,45.0921,0,45.4193,0.29841389535066104,-0.3271999999999977,-0.09468603
1,0.00531397,56.7745,16.9423,0,45.0921,0,45.4193,0.29841389535066104,-0.3271999999999977,-0.09468603
2,0.00531397,56.7745,16.9423,0,45.0921,0,45.4193,0.29841389535066104,-0.3271999999999977,-0.09468603
3,0.00531397,56.7745,16.9423,0,45.0921,0,45.4193,0.29841389535066104,-0.3271999999999977,-0.09468603
0,0.00535356,56.7938,16.9474,0,45.4192,0,45.7464,0.2984022851367176,-0.3272000000000048,-0.09464644
1,0.00535356,56.7938,16.9474,0,45.4192,0,45.7464,0.2984022851367176,-0.3272000000000048,-0.09464644
2,0.00535356,56.7938,16.9474,0,45.4192,0,45.7464,0.2984022851367176,-0.3272000000000048,-0.09464644
3,0.00535356,56.7938,16.9474,0,45.4192,0,45.7464,0.2984022851367176,-0.3272000000000048,-0.09464644
0,0.00539314,56.8131,16.9525,0,45.7462,0,46.0733,0.2983906828109946,-0.3271000000000015,-0.09460686
1,0.00539314,56.8131,16.9525,0,45.7462,0,46.0733,0.2983906828109946,-0.3271000000000015,-0.09460686
2,0.00539314,56.8131,16.9525,0,45.7462,0,46.0733,0.2983906828109946,-0.3271000000000015,-0.09460686
3,0.00539314,56.8131,16.9525,0,45.7462,0,46.0733,0.2983906828109946,-0.3271000000000015,-0.09460686
0,0.00543273,56.8326,16.9577,0,46.0732,0,46.4001,0.2983797978910027,-0.32690000000000197,-0.09456727000000001
1,0.00543273,56.8326,16.9577,0,46.0732,0,46.4001,0.2983797978910027,-0.32690000000000197,-0.09456727000000001
2,0.00543273,56.8326,16.9577,0,46.0732,0,46.4001,0.2983797978910027,-0.32690000000000197,-0.09456727000000001
3,0.00543273,56.8326,16.9577,0,46.0732,0,46.4001,0.2983797978910027,-0.32690000000000197,-0.09456727000000001
0,0.0054723,56.8523,16.9629,0,46.3999,0,46.7267,0.2983678708096617,-0.32679999999999865,-0.0945277
1,0.0054723,56.8523,16.9629,0,46.3999,0,46.7267,0.2983678708096617,-0.32679999999999865,-0.0945277
2,0.0054723,56.8523,16.9629,0,46.3999,0,46.7267,0.2983678708096617,-0.32679999999999865,-0.0945277
3,0.0054723,56.8523,16.9629,0,46.3999,0,46.7267,0.2983678708096617,-0.32679999999999865,-0.0945277
0,0.00551188,56.872,16.9681,0,46.7266,0,47.0533,0.2983559519912092,-0.32670000000000243,-0.09448812000000001
1,0.00551188,56.872,16.9681,0,46.7266,0,47.0533,0.2983559519912092,-0.32670000000000243,-0.09448812000000001
2,0.00551188,56.872,16.9681,0,46.7266,0,47.0533,0.2983559519912092,-0.32670000000000243,-0.09448812000000001
3,0.00551188,56.872,16.9681,0,46.7266,0,47.0533,0.2983559519912092,-0.32670000000000243,-0.09448812000000001
0,0.00555146,56.8919,16.9733,0,47.0532,0,47.3797,0.29834299261682257,-0.3265000000000029,-0.09444854000000001
1,0.00555146,56.8919,16.9733,0,47.0532,0,47.3797,0.29834299261682257,-0.3265000000000029,-0.09444854000000001
2,0.00555146,56.8919,16.9733,0,47.0532,0,47.3797,0.29834299261682257,-0.3265000000000029,-0.09444854000000001
3,0.00555146,56.8919,16.9733,0,47.0532,0,47.3797,0.29834299261682257,-0.3265000000000029,-0.09444854000000001
0,0.00559103,56.9119,16.9786,0,47.3796,0,47.706,0.2983312752107859,-0.3263999999999996,-0.09440897000000001
1,0.00559103,56.9119,16.9786,0,47.3796,0,47.706,0.2983312752107859,-0.3263999999999996,-0.09440897000000001
2,0.00559103,56.9119,16.9786,0,47.3796,0,47.706,0.2983312752107859,-0.3263999999999996,-0.09440897000000001
3,0.00559103,56.9119,16.9786,0,47.3796,0,47.706,0.2983312752107859,-0.3263999999999996,-0.09440897000000001
0,0.0056306,56.932,16.984,0,47.7059,0,48.0322,0.2983207985259468,-0.32630000000000337,-0.0943694
1,0.0056306,56.932,16.984,0,47.7059,0,48.0322,0.2983207985259468,-0.32630000000000337,-0.0943694
2,0.0056306,56.932,16.984,0,47.7059,0,48.0322,0.2983207985259468,-0.32630000000000337,-0.0943694
3,0.0056306,56.932,16.984,0,47.7059,0,48.0322,0.2983207985259468,-0.32630000000000337,-0.0943694
0,0.00567017,56.9522,16.9893,0,48.0321,0,48.3583,0.29830804958705637,-0.32620000000000005,-0.09432983
1,0.00567017,56.9522,16.9893,0,48.0321,0,48.3583,0.29830804958705637,-0.32620000000000005,-0.09432983
2,0.00567017,56.9522,16.9893,0,48.0321,0,48.3583,0.29830804958705637,-0.32620000000000005,-0.09432983
3,0.00567017,56.9522,16.9893,0,48.0321,0,48.3583,0.29830804958705637,-0.32620000000000005,-0.09432983
0,0.00570973,56.9726,16.9947,0,48.3582,0,48.6843,0.2982960177647498,-0.32610000000000383,-0.09429027000000001
1,0.00570973,56.9726,16.9947,0,48.3582,0,48.6843,0.2982960177647498,-0.32610000000000383,-0.09429027000000001
2,0.00570973,56.9726,16.9947,0,48.3582,0,48.6843,0.2982960177647498,-0.32610000000000383,-0.09429027000000001
3,0.00570973,56.9726,16.9947,0,48.3582,0,48.6843,0.2982960177647498,-0.32610000000000383,-0.09429027000000001
0,0.00574929,56.9931,17.0002,0,48.6842,0,49.0101,0.2982852257854859,-0.3259000000000043,-0.09425071
1,0.00574929,56.9931,17.0002,0,48.6842,0,49.0101,0.2982852257854859,-0.3259000000000043,-0.09425071
2,0.00574929,56.9931,17.0002,0,48.6842,0,49.0101,0.2982852257854859,-0.3259000000000043,-0.09425071
3,0.00574929,56.9931,17.0002,0,48.6842,0,49.0101,0.2982852257854859,-0.3259000000000043,-0.09425071
0,0.00578885,57.0137,17.0057,0,49.01,0,49.3359,0.29827391840427975,-0.3259000000000043,-0.09421115000000001
1,0.00578885,57.0137,17.0057,0,49.01,0,49.3359,0.29827391840427975,-0.3259000000000043,-0.09421115000000001
2,0.00578885,57.0137,17.0057,0,49.01,0,49.3359,0.29827391840427975,-0.3259000000000043,-0.09421115000000001
3,0.00578885,57.0137,17.0057,0,49.01,0,49.3359,0.29827391840427975,-0.3259000000000043,-0.09421115000000001
0,0.00582841,57.0345,17.0112,0,49.3357,0,49.6615,0.2982615732887713,-0.3257999999999939,-0.09417159
1,0.00582841,57.0345,17.0112,0,49.3357,0,49.6615,0.2982615732887713,-0.3257999999999939,-0.09417159
2,0.00582841,57.0345,17.0112,0,49.3357,0,49.6615,0.2982615732887713,-0.3257999999999939,-0.09417159
3,0.00582841,57.0345,17.0112,0,49.3357,0,49.6615,0.2982615732887713,-0.3257999999999939,-0.09417159
0,0.00586796,57.0553,17.0167,0,49.6613,0,49.9869,0.2982492371742987,-0.32560000000000144,-0.09413204
1,0.00586796,57.0553,17.0167,0,49.6613,0,49.9869,0.2982492371742987,-0.32560000000000144,-0.09413204
2,0.00586796,57.0553,17.0167,0,49.6613,0,49.9869,0.2982492371742987,-0.32560000000000144,-0.09413204
3,0.00586796,57.0553,17.0167,0,49.6613,0,49.9869,0.2982492371742987,-0.32560000000000144,-0.09413204
0,0.00590752,57.0763,17.0223,0,49.9868,0,50.3123,0.2982376170452952,-0.3254999999999981,-0.09409248
1,0.00590752,57.0763,17.0223,0,49.9868,0,50.3123,0.2982376170452952,-0.3254999999999981,-0.09409248
2,0.00590752,57.0763,17.0223,0,49.9868,0,50.3123,0.2982376170452952,-0.3254999999999981,-0.09409248
3,0.00590752,57.0763,17.0223,0,49.9868,0,50.3123,0.2982376170452952,-0.3254999999999981,-0.09409248
